break_id,account_id,break_text
BRKb0d63c4e,B003103,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKff56aca1,B004255,Corporate action cash dividend missing for QQQ; record date 2025-06-16.
BRK927a117d,B003969,"Trade not affirmed by counterparty; venue BATS, orderId 44a9c495, partial fill discrepancy."
BRKa6adeb8b,B004236,"Settlement fail on AMAT; reason: SSI rejected, requires updated BIC/SWIFT."
BRKd98ae950,B004410,Corporate action cash dividend missing for SPY; record date 2025-08-11.
BRK5185426d,B003496,Duplicate booking suspected for SQ; two fills with same timestamp.
BRK610433da,B003589,"Trade not affirmed by counterparty; venue NYSE, orderId 544ce80a, partial fill discrepancy."
BRKcb664ee2,B003863,Corporate action cash dividend missing for TLT; record date 2025-07-23.
BRKe42e3b16,B004338,Duplicate booking suspected for GLD; two fills with same timestamp.
BRK7154e59c,B003007,Price variance over tolerance for EEM; OMS 160.22 vs custodian 161.21.
BRKaabbbddc,B003441,Price variance over tolerance for INTC; OMS 411.61 vs custodian 398.49.
BRK5f077c8f,B004153,"Trade not affirmed by counterparty; venue NASDAQ, orderId 5d094e0a, partial fill discrepancy."
BRK7cc796dd,B004413,FX mismatch between custodian and OMS for BND on 2025-09-07; expected 484 got 649.
BRK14e032ea,B003338,Instrument mapping issue: ISIN/SEDOL mismatch for BP; refer static data.
BRKfa9e26bb,B003653,FX mismatch between custodian and OMS for MA on 2025-05-13; expected 877 got 647.
BRK4ed9b83b,B003913,Duplicate booking suspected for BP; two fills with same timestamp.
BRK73603050,B003115,"Settlement fail on SPY; reason: SSI rejected, requires updated BIC/SWIFT."
BRK73c2f3c1,B003446,FX mismatch between custodian and OMS for GOOGL on 2025-09-05; expected 612 got 49.
BRK763e3748,B004363,Corporate action cash dividend missing for CRM; record date 2025-07-16.
BRKcf5e1ccc,B004321,Duplicate booking suspected for T; two fills with same timestamp.
BRK1100c077,B004129,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe2b5bf61,B003947,"Settlement fail on QQQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK345fe8f2,B004306,Corporate action cash dividend missing for UNH; record date 2025-07-14.
BRK25a4188b,B003724,Instrument mapping issue: ISIN/SEDOL mismatch for QQQ; refer static data.
BRK30a9fe23,B003583,Duplicate booking suspected for MRK; two fills with same timestamp.
BRK49eb6f3b,B003411,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK402be0ee,B003642,Duplicate booking suspected for BND; two fills with same timestamp.
BRKf0ea2932,B003810,Instrument mapping issue: ISIN/SEDOL mismatch for SQ; refer static data.
BRK0ad7aecf,B003739,Instrument mapping issue: ISIN/SEDOL mismatch for BP; refer static data.
BRK6d3cc21f,B003025,"Settlement fail on GOOGL; reason: SSI rejected, requires updated BIC/SWIFT."
BRKe4129078,B003644,Instrument mapping issue: ISIN/SEDOL mismatch for V; refer static data.
BRKe51eae74,B003524,"Trade not affirmed by counterparty; venue NASDAQ, orderId aaba7ada, partial fill discrepancy."
BRK3725cad2,B003376,Duplicate booking suspected for ASML; two fills with same timestamp.
BRK39ffe718,B003693,Duplicate booking suspected for CSCO; two fills with same timestamp.
BRK1ab2c70e,B003928,"Settlement fail on QQQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK73acdd2e,B003092,Price variance over tolerance for BAC; OMS 465.05 vs custodian 463.09.
BRKd2056990,B003628,Corporate action cash dividend missing for UNH; record date 2025-08-25.
BRK5e1fcf4b,B003094,"Settlement fail on SHOP; reason: SSI rejected, requires updated BIC/SWIFT."
BRK05d10211,B003366,Corporate action cash dividend missing for PYPL; record date 2025-04-18.
BRKc96329d0,B003410,Corporate action cash dividend missing for ADBE; record date 2025-03-29.
BRK9b49cbe9,B004241,Duplicate booking suspected for V; two fills with same timestamp.
BRKd5e6739f,B004162,Price variance over tolerance for INTC; OMS 409.11 vs custodian 412.03.
BRK34e33287,B004386,Duplicate booking suspected for QQQ; two fills with same timestamp.
BRK8eccf04c,B004117,"Settlement fail on NKE; reason: SSI rejected, requires updated BIC/SWIFT."
BRK1e75b502,B004021,FX mismatch between custodian and OMS for INTC on 2025-05-14; expected 61 got 978.
BRKab0d08ef,B004035,Price variance over tolerance for V; OMS 86.92 vs custodian 88.95.
BRK93397b9a,B003772,"Settlement fail on SPY; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9feaa476,B004392,Price variance over tolerance for SQ; OMS 309.93 vs custodian 309.35.
BRK11a7bd6b,B004035,Duplicate booking suspected for MA; two fills with same timestamp.
BRK6e005d8d,B004084,Corporate action cash dividend missing for PEP; record date 2025-06-15.
BRKec3f64ad,B003338,Corporate action cash dividend missing for SQ; record date 2025-05-09.
BRKbfc30dc5,B003299,Duplicate booking suspected for UNH; two fills with same timestamp.
BRKab85a941,B003999,Price variance over tolerance for JNJ; OMS 329.33 vs custodian 322.99.
BRK70f9e139,B004106,Corporate action cash dividend missing for MRK; record date 2025-04-06.
BRKee07e43d,B004490,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKeabe16d0,B003518,Instrument mapping issue: ISIN/SEDOL mismatch for VOO; refer static data.
BRKafc473ce,B003094,Price variance over tolerance for CSCO; OMS 220.52 vs custodian 217.52.
BRK07071937,B003178,Instrument mapping issue: ISIN/SEDOL mismatch for SHOP; refer static data.
BRK12cb099d,B003345,Instrument mapping issue: ISIN/SEDOL mismatch for ORCL; refer static data.
BRK32fbb5ab,B004424,Corporate action cash dividend missing for ABNB; record date 2025-05-11.
BRKe8e6d56b,B004237,FX mismatch between custodian and OMS for LIN on 2025-07-05; expected 782 got 256.
BRK745199be,B003737,Instrument mapping issue: ISIN/SEDOL mismatch for NVDA; refer static data.
BRKddf14efc,B003854,"Settlement fail on COST; reason: SSI rejected, requires updated BIC/SWIFT."
BRK4a68edbd,B003096,"Settlement fail on TXN; reason: SSI rejected, requires updated BIC/SWIFT."
BRKeab27e45,B003207,FX mismatch between custodian and OMS for SHOP on 2025-07-07; expected 134 got 409.
BRKc7234a16,B003390,Instrument mapping issue: ISIN/SEDOL mismatch for BAC; refer static data.
BRK81958461,B004321,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK79869562,B003507,FX mismatch between custodian and OMS for VOO on 2025-04-05; expected 103 got 799.
BRK941e718c,B003327,"Trade not affirmed by counterparty; venue NYSE, orderId 67b3d92a, partial fill discrepancy."
BRK64fa3b23,B004026,Corporate action cash dividend missing for BND; record date 2025-06-07.
BRK5d84f9ed,B003492,Duplicate booking suspected for PYPL; two fills with same timestamp.
BRK3c29ef3e,B003399,"Settlement fail on JNJ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9e30e42c,B003009,Corporate action cash dividend missing for PYPL; record date 2025-04-20.
BRK5e712a43,B003093,"Trade not affirmed by counterparty; venue EUREX, orderId 752669c5, partial fill discrepancy."
BRK841582f2,B003991,"Trade not affirmed by counterparty; venue LSE, orderId e193cd13, partial fill discrepancy."
BRKa39c9280,B004237,"Trade not affirmed by counterparty; venue EUREX, orderId e5cebf5b, partial fill discrepancy."
BRK74b98a07,B003995,Instrument mapping issue: ISIN/SEDOL mismatch for VOO; refer static data.
BRK0009bfbd,B003015,"Trade not affirmed by counterparty; venue NYSE, orderId b914e8ae, partial fill discrepancy."
BRKfdc28e69,B003948,"Settlement fail on NFLX; reason: SSI rejected, requires updated BIC/SWIFT."
BRKe2008ab5,B003602,"Settlement fail on TXN; reason: SSI rejected, requires updated BIC/SWIFT."
BRK872e16f1,B003985,"Trade not affirmed by counterparty; venue EUREX, orderId 45b2aac1, partial fill discrepancy."
BRKc667b347,B003623,"Trade not affirmed by counterparty; venue NYSE, orderId acb53130, partial fill discrepancy."
BRK47428a44,B004465,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe56cc779,B003288,FX mismatch between custodian and OMS for SHOP on 2025-07-23; expected 874 got 265.
BRKdd43077a,B003095,FX mismatch between custodian and OMS for IVV on 2025-07-10; expected 891 got 895.
BRK2d7d24cf,B004489,"Trade not affirmed by counterparty; venue NASDAQ, orderId 2efe73c7, partial fill discrepancy."
BRK60074c93,B003343,FX mismatch between custodian and OMS for BRK.B on 2025-06-03; expected 35 got 388.
BRKa17080bc,B004454,Price variance over tolerance for UNH; OMS 382.33 vs custodian 385.69.
BRK50226e29,B003478,Duplicate booking suspected for JPM; two fills with same timestamp.
BRK38d96476,B003787,Corporate action cash dividend missing for MA; record date 2025-06-08.
BRK55f89b28,B003335,"Trade not affirmed by counterparty; venue EUREX, orderId 6445b755, partial fill discrepancy."
BRK6551d46d,B004155,Corporate action cash dividend missing for CSCO; record date 2025-06-26.
BRKe2e68257,B003342,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK52104fc9,B003170,"Trade not affirmed by counterparty; venue EUREX, orderId c2b91ba0, partial fill discrepancy."
BRK54b47118,B003959,Instrument mapping issue: ISIN/SEDOL mismatch for LULU; refer static data.
BRK3268ee86,B003014,"Trade not affirmed by counterparty; venue BATS, orderId b29ecd35, partial fill discrepancy."
BRK5892ec31,B003813,Corporate action cash dividend missing for AMAT; record date 2025-07-05.
BRK114e841a,B003032,FX mismatch between custodian and OMS for MA on 2025-07-27; expected 639 got 592.
BRK367e2055,B003171,Duplicate booking suspected for T; two fills with same timestamp.
BRKedbfba94,B003579,Duplicate booking suspected for TLT; two fills with same timestamp.
BRK624730ed,B004245,"Trade not affirmed by counterparty; venue LSE, orderId 667766aa, partial fill discrepancy."
BRKdcbe5bc5,B003056,Duplicate booking suspected for AMD; two fills with same timestamp.
BRK1a0667e8,B004027,Price variance over tolerance for PEP; OMS 223.13 vs custodian 225.32.
BRKb3132da8,B003914,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK695d45d3,B003925,FX mismatch between custodian and OMS for IVV on 2025-05-06; expected 761 got 12.
BRKfb399e92,B004341,FX mismatch between custodian and OMS for GLD on 2025-07-12; expected 676 got 465.
BRK6ef7633c,B003558,FX mismatch between custodian and OMS for IWM on 2025-06-25; expected 357 got 961.
BRK225ef917,B003475,FX mismatch between custodian and OMS for PEP on 2025-06-17; expected 96 got 514.
BRK288b41e1,B003904,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK38e7816a,B004123,FX mismatch between custodian and OMS for HD on 2025-04-17; expected 130 got 872.
BRK682c62de,B003483,Duplicate booking suspected for JPM; two fills with same timestamp.
BRK3b166d53,B003129,Price variance over tolerance for MRK; OMS 22.85 vs custodian 22.96.
BRK2881eaee,B003785,"Trade not affirmed by counterparty; venue BATS, orderId 8e1996be, partial fill discrepancy."
BRK33b24b05,B003080,Corporate action cash dividend missing for ADBE; record date 2025-09-01.
BRK1d0d2f99,B003644,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKa80ace35,B003972,"Trade not affirmed by counterparty; venue EUREX, orderId 53c2c79c, partial fill discrepancy."
BRK9e27dc3d,B003556,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe23665d0,B004138,"Trade not affirmed by counterparty; venue LSE, orderId e8e3fc88, partial fill discrepancy."
BRK7b333538,B003114,FX mismatch between custodian and OMS for AMD on 2025-03-23; expected 325 got 654.
BRK6864772d,B004112,"Settlement fail on TLT; reason: SSI rejected, requires updated BIC/SWIFT."
BRK3ca2d295,B003246,"Trade not affirmed by counterparty; venue LSE, orderId c153ec73, partial fill discrepancy."
BRKe72cddbb,B003686,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK0fd0b9b9,B003951,"Trade not affirmed by counterparty; venue LSE, orderId bdfac8e8, partial fill discrepancy."
BRK3ea97f12,B003264,Instrument mapping issue: ISIN/SEDOL mismatch for BAC; refer static data.
BRK739ddc04,B003991,Corporate action cash dividend missing for GOOGL; record date 2025-04-16.
BRK98247967,B003864,"Trade not affirmed by counterparty; venue EUREX, orderId 5e931213, partial fill discrepancy."
BRKe2eb6fa4,B003955,Corporate action cash dividend missing for BND; record date 2025-08-29.
BRK5f998340,B004136,Duplicate booking suspected for AAPL; two fills with same timestamp.
BRK8c670041,B003925,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK283826cd,B003660,Corporate action cash dividend missing for AMAT; record date 2025-07-22.
BRKd7e50ccb,B004302,Corporate action cash dividend missing for PYPL; record date 2025-03-28.
BRK0aa0060a,B004155,"Settlement fail on UBER; reason: SSI rejected, requires updated BIC/SWIFT."
BRKcdf50e74,B004021,Corporate action cash dividend missing for HD; record date 2025-05-14.
BRK7d67ffff,B003440,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKf041690a,B003334,FX mismatch between custodian and OMS for EFA on 2025-07-05; expected 925 got 840.
BRKea8a69ea,B003497,Instrument mapping issue: ISIN/SEDOL mismatch for SQ; refer static data.
BRK09d92a8a,B004462,Price variance over tolerance for SPY; OMS 269.14 vs custodian 267.27.
BRK03068e13,B004093,Corporate action cash dividend missing for PFE; record date 2025-07-02.
BRK86d19d3c,B004199,Duplicate booking suspected for UBER; two fills with same timestamp.
BRKa8ca3a51,B004386,"Settlement fail on CSCO; reason: SSI rejected, requires updated BIC/SWIFT."
BRKaef9d566,B004132,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKffc17fae,B003969,"Settlement fail on JNJ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9c7962ee,B003006,Corporate action cash dividend missing for NFLX; record date 2025-03-31.
BRK6f7061d7,B003841,"Settlement fail on CRM; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9fb5fdfd,B003238,Corporate action cash dividend missing for WMT; record date 2025-03-16.
BRK623aac40,B004412,Duplicate booking suspected for PG; two fills with same timestamp.
BRKb6feefcf,B003433,Instrument mapping issue: ISIN/SEDOL mismatch for INTC; refer static data.
BRK4a017e56,B003399,FX mismatch between custodian and OMS for ADBE on 2025-05-14; expected 300 got 287.
BRK41bb6dc8,B003745,Price variance over tolerance for ADBE; OMS 166.61 vs custodian 162.81.
BRKbb3fc41b,B003301,"Trade not affirmed by counterparty; venue LSE, orderId 6b06c7ad, partial fill discrepancy."
BRKd66365bc,B004179,Duplicate booking suspected for WMT; two fills with same timestamp.
BRKc775efe0,B003341,Price variance over tolerance for BND; OMS 254.91 vs custodian 255.41.
BRKf6dd18b6,B003775,"Trade not affirmed by counterparty; venue NYSE, orderId 8f374fb5, partial fill discrepancy."
BRK530b3dbd,B003330,"Trade not affirmed by counterparty; venue LSE, orderId 9b36961d, partial fill discrepancy."
BRK4bfc3012,B004005,Corporate action cash dividend missing for QQQ; record date 2025-04-05.
BRKd0db87f5,B003590,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK30edab23,B004491,"Settlement fail on UNH; reason: SSI rejected, requires updated BIC/SWIFT."
BRKc6efaa53,B004266,Duplicate booking suspected for ABNB; two fills with same timestamp.
BRK47dedba8,B003242,FX mismatch between custodian and OMS for ADBE on 2025-07-09; expected 72 got 480.
BRK4c089d6c,B003244,"Trade not affirmed by counterparty; venue NASDAQ, orderId 7b2bf841, partial fill discrepancy."
BRK73264b25,B003569,Corporate action cash dividend missing for T; record date 2025-04-16.
BRK16bdc3fb,B003099,Corporate action cash dividend missing for DIS; record date 2025-05-12.
BRK125e9839,B003156,"Trade not affirmed by counterparty; venue EUREX, orderId 384c7186, partial fill discrepancy."
